,Кодировка,Балл ЕГЭ,Код ученика
488,mat_ege_max_w1_080918_34vpspb,27.0,s305
489,bio_ege_opt_w2_011218_6mgnsk,74.0,s306
490,mat_ege_int_ctp_mini_on_080219_2web,68.0,s307
491,lit_ege_max_w1_070918_37kum,97.0,s308
492,rus_ege_max_w1_070918_118kum,98.0,s308
493,mat_ege_max_w1_050918_37vpspb,72.0,s309
494,mat_ege_max_w1_060918_32vpspb,72.0,s309
495,soc_ege_max_w1_040918_63vpspb,79.0,s309
496,phi_ege_max_on_w1_050918_8kum,0.0,s310
497,soc_ege_max_w2_071018_91kum,70.0,s311
498,mat_ege_int_w2_070219_7airmsk,62.0,s311
499,soc_opt_w1_031118_2mgnsk,67.0,s312
500,his_opt_w2_281118_2mgnsk,67.0,s312
501,phi_ege_max_w1_090918_44chekb,52.0,s313
502,rus_ege_max_w1_090918_21chekb,78.0,s313
503,soc_ege_max_w2_011018_93kum,79.0,s314
504,soc_ege_max_w1_040918_26knn,86.0,s315
505,mat_ege_max_w2_071018_16knn,70.0,s315
506,rus_ege_max_w1_060918_3knn,96.0,s315
507,mat_ege_max_w1_070918_56blm,80.0,s316
508,soc_ege_int_w2_090219_7kumsk,48.0,s317
509,che_ege_max_w1_050918_65chekb,23.0,s318
510,rus_opt_on_w2_261118_mgnsk,62.0,s319
511,phi_ege_max_w1_030918_19knn,47.0,s320
512,mat_ege_int_baza_120219_2knn,68.0,s320
513,mat_ege_max_w1_080918_13knn,68.0,s320
514,mat_ege_int_baza_120219_1mgnsk,18.0,s321
515,rus_opt_w1_041118_2mgnsk,61.0,s321
516,mat_ege_max_on_w2_031018_35Knn,50.0,s322
517,rus_ege_sint_SRED_on_170319_1web,91.0,s323
518,soc_ege_max_w1_090918_29knn,48.0,s324
519,rus_ege_max_w1_060918_3knn,62.0,s324
520,mat_ege_max_w1_060918_32vpspb,70.0,s324
521,his_ege_max_w1_040918_41knn,34.0,s324
522,inf_ege_max_w2_041018_49knn,94.0,s325
523,rus_ege_int_w1_170119_7irk,82.0,s325
524,soc_ege_max_w2_041018_3irk,69.0,s325
525,rus_ege_max_w1_040918_2knn,96.0,s325
526,eng_ege_max_w1_090918_36knn,88.0,s325
527,mat_ege_max_w1_040918_12knn,82.0,s325
528,his_ege_max_w2_021018_irk,56.0,s325
529,mat_opt_w2_301118_8aim,39.0,s326
530,soc_opt_w1_311018_6aim,35.0,s326
531,rus_ege_max_w1_070918_82vpspb,91.0,s327
532,soc_ege_max_w1_030918_58vpspb,70.0,s327
533,mat_ege_max_w2_061018_62kum,56.0,s328
534,bio_ege_max_w1_090918_15kum,46.0,s328
535,soc_opt_w1_311018_6aim,57.0,s328
536,his_ege_max_w2_071018_vld,96.0,s329
537,soc_ege_int_w1_200119_6airmsk,69.0,s330
538,mat_ege_int_w2_070219_7airmsk,50.0,s330
539,rus_ege_max_w1_030918_78vpspb,78.0,s331
540,mat_ege_max_w1_050918_37vpspb,68.0,s331
541,eng_ege_max_w1_090918_3vpspb,69.0,s331
542,mat_ege_max_on_w1_040918_4kum,27.0,s332
543,his_ege_max_w1_030918_49chekb,75.0,s333
544,phi_ege_max_on_w1_050918_8kum,70.0,s334
545,eng_ege_max_w1_060918_6blm,80.0,s335
546,soc_ege_max_w1_040918_26knn,92.0,s336
547,mat_ege_max_w1_030918_36vpspb,33.0,s337
548,rus_ege_max_w1_030918_117kum,89.0,s338
549,rus_ege_max_w1_080918_4knn,91.0,s339
550,mat_ege_max_w2_031018_14mgnsk,56.0,s340
551,bio_ege_max_w2_041018_60mgnsk,59.0,s340
552,lit_opt_w2_261118_1aim,63.0,s341
553,soc_ege_max_on+class_w2_230918_1tula,71.0,s341
554,mat_ege_max_on+class_w2_290918_1tula,78.0,s341
555,phi_ege_max_on+class_w2_230918_1tula,78.0,s341
556,mat_ege_max_w2_041018_43vpspb,72.0,s342
557,rus_ege_max_w2_061018_91vpspb,65.0,s342
558,phi_ege_max_w1_030918_19knn,46.0,s343
559,mat_ege_max_w1_040918_12knn,39.0,s343
560,soc_ege_max_w2_071018_vld,77.0,s344
561,mat_ege_max_w1_060918_9chekb,76.0,s345
562,phi_ege_max_w2_021018_46chekb,86.0,s345
563,soc_ege_max_w1_030918_29chekb,76.0,s346
564,his_ege_max_w1_030918_49chekb,37.0,s346
565,soc_opt_w1_311018_6aim,86.0,s347
566,rus_ege_int_w1_170119_7irk,82.0,s348
567,his_ege_max_w1_080918_51chekb,62.0,s349
568,soc_ege_max_w1_090918_84blm,37.0,s350
569,rus_ege_max_w1_030918_117kum,56.0,s350
570,his_ege_max_w1_090918_46mgnsk,84.0,s351
571,soc_ege_max_w1_070918_22mgnsk,92.0,s351
572,rus_ege_max_w1_040918_4mgnsk,87.0,s352
573,mat_ege_max_w1_030918_7mgnsk,76.0,s352
574,lit_int_on_w2_050219_1kumsk,77.0,s353
575,mat_ege_max_on+class_w2_290918_1tula,50.0,s354
576,soc_ege_sint_lvl2_SRED_200319_5oktmsk,69.0,s355
577,rus_ege_sint_lvl3_SLAB_240319_12oktmsk,70.0,s355
578,his_ege_max_on_w1_050918_16kum,0.0,s356
579,rus_opt_w2_021218_10vpspb,85.0,s357
580,soc_ege_max_w2_041018_2volgd,56.0,s358
581,rus_ege_int_w2_070219_4vspb,62.0,s359
582,che_ege_max_w1_070918_107vpspb,67.0,s360
583,mat_ege_max_w2_041018_3volgd,70.0,s361
584,soc_ege_max_w2_071018_3volgd,66.0,s361
585,inf_ege_max_w2_021018_1volgd,57.0,s361
586,rus_ege_sint_300319_2yar,85.0,s362
587,soc_ege_max_w2_051018_2yar,81.0,s362
588,rus_ege_max_w1_011018_2volgd,89.0,s363
589,chm_ege_max_w2_041018_1volgd,86.0,s363
590,his_ege_max_w1_080918_51chekb,48.0,s364
591,inf_ege_max_w2_041018_49knn,53.0,s365
592,rus_ege_max_w1_040918_2knn,67.0,s365
593,mat_ege_max_w1_040918_12knn,9.0,s365
594,mat_ege_max_w1_070918_56blm,39.0,s366
595,soc_ege_max_w1_030918_99okm,61.0,s366
596,eng_ege_int_ctp_mini_on_150219_2web,96.0,s367
597,lit_ege_max_w2_041018_61chekb,94.0,s367
598,mat_ege_max_on_w1_090918_6kum,72.0,s368
599,che_ege_max_on_w2_021018_48vpspb,83.0,s368
600,mat_ege_max_w1_080918_59kum,88.0,s369
601,rus_ege_max_w1_040918_4mgnsk,60.0,s370
602,mat_ege_max_w1_050918_12mgnsk,27.0,s370
603,mat_opt_w2_301118_8aim,45.0,s371
604,soc_opt_w2_021218_8aim,61.0,s371
605,soc_ege_max_w1_050918_92kum,46.0,s372
606,rus_ege_max_w1_070918_118kum,59.0,s372
607,inf_ege_max_w1_040918_25kum,91.0,s373
608,mat_ege_max_w1_080918_59kum,84.0,s373
609,soc_ege_max_on_w2_011018_38vpspb,94.0,s374
610,soc_opt_w1_031118_4chekb,67.0,s375
611,mat_opt_w1_041118_4chekb,72.0,s375
612,lit_ege_max_w2_021018_1tlt,57.0,s375
613,eng_ege_max_w1_050918_2vpspb,80.0,s376
614,rus_opt_on_w2_261118_mgnsk,62.0,s377
615,eng_ege_max_w1_060918_6blm,68.0,s378
616,soc_ege_max_w1_030918_99okm,60.0,s378
617,soc_ege_max_w1_040918_26knn,87.0,s379
618,eng_ege_max_w2_041018_35knn,77.0,s379
619,mat_ege_max_w1_050918_69blm,80.0,s380
620,mat_ege_max_w2_021018_41vpspb,74.0,s381
621,eng_ege_max_w1_090918_3vpspb,81.0,s381
622,his_ege_max_w1_090918_30kum,61.0,s382
623,soc_ege_max_w2_071018_91kum,81.0,s382
624,inf_ege_max_w1_090918_18vpspb,72.0,s383
625,lit_opt_on_w2_261118_kumsk,72.0,s384
626,soc_ege_max_w1_050918_92kum,71.0,s385
627,lit_ege_max_w1_070918_37kum,94.0,s385
628,rus_ege_max_w1_070918_118kum,91.0,s385
629,INF_EGE_MAX_W1_080918_26Okm,40.0,s386
630,mat_ege_max_w1_030918_48kum,62.0,s386
631,INF_EGE_MAX_W1_080918_26Okm,84.0,s387
632,rus_ege_max_w1_030918_117kum,80.0,s387
633,mat_ege_max_w1_030918_48kum,76.0,s387
634,rus_ege_max_w2_061018_91vpspb,76.0,s388
635,mat_opt_w1_011218_10aim,33.0,s389
636,soc_opt_w2_261118_7aim,66.0,s389
637,soc_ege_max_on_w1_040918_10kum,63.0,s390
638,mat_ege_sint_lvl3_SLAB_310319_14oktmsk,50.0,s391
639,rus_ege_max_w1_070918_118kum,85.0,s392
640,phi_ege_max_on_w2_051018_36chekb,86.0,s393
641,mat_ege_max_w2_011018_5krsn,39.0,s394
642,his_ege_max_w2_011018_47mgnsk,32.0,s395
643,mat_opt_w1_021118_13vpspb,70.0,s396
644,phi_ege_max_on_w1_050918_8kum,0.0,s397
645,phi_ege_opt_w2_011218_5aim,59.0,s398
646,phi_ege_max_on_w1_050918_8kum,92.0,s399
647,mat_ege_max_on_w1_040918_4kum,78.0,s399
648,mat_int_on_w2_100219_1kumsk,70.0,s400
649,rus_ege_max_w2_021018_85vpspb,89.0,s401
650,phi_ege_max_w1_090918_94vpspb,88.0,s401
651,mat_ege_max_w1_030918_36vpspb,80.0,s401
652,his_ege_max_w1_050918_31okm,82.0,s402
653,soc_ege_max_w1_030918_99okm,99.0,s402
654,mat_ege_max_w2_071018_42blm,56.0,s403
655,soc_ege_max_w2_011018_93kum,74.0,s404
656,soc_ege_max_w2_071018_91kum,62.0,s405
657,mat_ege_int_baza_140219_4airmsk,50.0,s406
658,soc_ege_max_w1_090918_84blm,60.0,s406
659,inf_ege_max_w2_051018_27kum,40.0,s407
660,mat_ege_max_w2_061018_62kum,50.0,s407
661,mat_ege_max_w1_070918_13mgnsk,33.0,s408
662,eng_ege_max_w2_061018_8kum,65.0,s409
663,mat_ege_max_w2_021018_46kum,72.0,s409
664,mat_ege_max_w2_031018_14mgnsk,74.0,s410
665,rus_ege_int_w2_070219_1mgnsk,87.0,s410
666,soc_ege_max_w1_040918_63vpspb,91.0,s410
667,soc_ege_int_w2_050219_2mgnsk,81.0,s410
668,rus_opt_on_w2_261118_mgnsk,89.0,s411
669,rus_ege_max_w1_030918_78vpspb,87.0,s412
670,mat_ege_max_w1_050918_37vpspb,45.0,s412
671,soc_ege_max_w1_040918_63vpspb,60.0,s412
672,rus_ege_int_w2_070219_4vspb,76.0,s413
673,his_ege_int_ctp_mini_on_130219_2web,0.0,s413
674,soc_ege_int_w2_090219_5vspb,48.0,s413
675,his_ege_int_w2_070219_4yar,52.0,s414
676,soc_ege_max_w2_051018_2yar,77.0,s414
677,mat_ege_sint_lvl2_SRED_270319_9shpspb,27.0,s415
678,soc_ege_int_on+class_w2_090219_1tula,55.0,s416
679,mat_ege_int_on+class_w2_100219_1tula,33.0,s416
680,rus_ege_max_w1_090918_21chekb,73.0,s417
681,mat_ege_max_w1_050918_69blm,82.0,s418
682,mat_ege_max_w1_060918_74okm,70.0,s419
683,phi_ege_max_w1_080918_137okm,70.0,s419
684,rus_ege_max_w1_080918_123okm,71.0,s419
685,mat_ege_max_w1_050918_12mgnsk,68.0,s420
686,lit_ege_max_w1_040918_26vpspb,68.0,s421
687,rus_opt_on_w2_261118_mgnsk,89.0,s422
688,bio_opt_on_w2_291118_mgnsk,68.0,s422
689,mat_ege_max_on_w1_030918_3kum,62.0,s423
690,rus_ege_max_w1_050918_77mgnsk,76.0,s424
691,soc_ege_max_w1_030918_21mgnsk,55.0,s424
692,rus_ege_max_w1_031018_3volgd,61.0,s425
693,phi_ege_max_w2_071018_1volgd,41.0,s425
694,mat_ege_max_w2_011018_1volgd,56.0,s425
695,phi_ege_opt_w2_021218_1irk,55.0,s426
696,mat_ege_max_w1_080918_13knn,74.0,s427
697,soc_ege_max_w2_071018_26mgnsk,79.0,s428
698,mat_ege_max_w1_080918_61blm,33.0,s429
699,mat_ege_max_w2_021018_46kum,56.0,s430
700,che_int_on_w2_050219_1kumsk,80.0,s431
701,rus_ege_opt_w2_011218_2krsn,73.0,s432
702,mat_ege_opt_w2_301118_1krsn,68.0,s432
703,rus_ege_max_w1_061018_1volgd,87.0,s433
704,phi_ege_max_w2_071018_1volgd,50.0,s433
705,mat_ege_max_w2_041018_3volgd,70.0,s433
706,chm_ege_opt_w2_251118_5surgt,66.0,s434
707,soc_ege_max_w1_030918_58vpspb,76.0,s435
708,mat_ege_max_w2_021018_41vpspb,45.0,s436
709,rus_ege_max_w1_040918_4mgnsk,69.0,s437
710,his_ege_max_w2_031018_48mgnsk,57.0,s437
711,soc_ege_max_w2_071018_2irk,57.0,s438
712,soc_ege_max_w1_030918_29chekb,92.0,s439
713,bio_opt_w2_281118_2chekb,36.0,s440
714,rus_ege_opt_w1_281118_1volgd,80.0,s441
715,phi_ege_max_w2_071018_1volgd,66.0,s441
716,inf_ege_max_w2_021018_1volgd,84.0,s441
717,mat_ege_max_w2_061018_2volgd,78.0,s441
718,soc_ege_max_w2_011018_93kum,84.0,s442
719,mat_ege_int_w2_040219_6vspb,59.0,s443
720,mat_ege_max_w1_090918_11mgnsk,74.0,s444
721,mat_ege_max_on_w1_030918_3kum,50.0,s445
722,mat_ege_max_w1_070918_33vpspb,56.0,s446
723,mat_ege_opt_w2_301118_1krsn,72.0,s447
724,phi_ege_opt_w2_011218_1krsn,59.0,s447
725,che_ege_max_w2_061018_141kum,58.0,s448
726,lit_ege_max_w1_040918_26vpspb,97.0,s449
727,his_ege_max_w1_050918_31okm,75.0,s450
728,soc_ege_max_w1_040918_77kum,81.0,s450
729,lit_opt_w2_261118_1aim,70.0,s451
730,soc_opt_w2_021218_8aim,55.0,s451
731,his_ege_max_w2_011018_47mgnsk,82.0,s452
732,soc_ege_max_w2_041018_27mgnsk,76.0,s452
733,rus_ege_int_w2_080219_3knn,60.0,s453
734,bio_ege_max_w1_060918_21kum,91.0,s454
735,rus_ege_max_w2_051018_vld,64.0,s455
736,mat_ege_max_w2_051018_vld,33.0,s455
737,soc_ege_sint_lvl2_SRED_310319_8mgnsk,47.0,s456
738,bio_ege_max_on_w1_050918_19kum,52.0,s457
739,bio_ege_max_w2_071018_2irk,78.0,s458
740,rus_ege_max_w2_061018_3irk,94.0,s458
741,phi_ege_max_on_w1_050918_8kum,53.0,s459
742,mat_ege_max_on_w1_040918_4kum,56.0,s459
743,lit_int_on_w2_050219_1kumsk,97.0,s460
744,his_int_on_w2_080219_1kumsk,75.0,s460
745,mat_ege_max_w1_030918_36vpspb,76.0,s461
746,phi_ege_max_w2_021018_100vpspb,90.0,s461
747,rus_ege_max_w1_060918_2mgnsk,69.0,s462
748,eng_ege_max_w1_070918_49mgnsk,68.0,s462
749,soc_ege_max_w2_011018_37chekb,62.0,s463
750,lit_ege_max_w2_041018_61chekb,73.0,s463
751,phi_ege_max_w2_071018_24knn,78.0,s464
752,his_ege_max_w1_090918_21vpspb,56.0,s465
753,lit_ege_max_w2_051018_39knn,77.0,s466
754,phi_ege_opt_w2_011218_1krsn,47.0,s467
755,mat_ege_sint_lvl2_SRED_220319_8oktmsk,62.0,s468
756,mat_ege_int_w2_070219_2mgnsk,33.0,s469
757,soc_ege_sint_lvl2_SRED_200319_5oktmsk,74.0,s470
758,mat_ege_max_on_w1_030918_3kum,56.0,s471
759,mat_ege_max_w2_041018_43vpspb,62.0,s472
760,mat_ege_max_w2_061018_45vpspb,82.0,s473
761,eng_int_on_w2_050219_1kumsk,89.0,s474
762,mat_ege_max_w1_090918_35vpspb,70.0,s475
763,rus_ege_max_w1_090918_84vpspb,62.0,s475
764,mat_ege_max_w2_011018_1volgd,74.0,s476
765,phi_ege_max_w1_050918_135kum,80.0,s477
766,mat_ege_max_w1_030918_49okm,62.0,s477
767,rus_ege_max_w1_040918_121okm,61.0,s477
768,mat_ege_max_w2_031018_70kum,62.0,s478
769,soc_ege_int_w2_060219_4knn,45.0,s479
770,che_ege_max_w2_061018_109vpspb,47.0,s480
771,soc_ege_max_on_w1_040918_10kum,86.0,s481
772,his_ege_max_w2_031018_48mgnsk,38.0,s482
773,rus_ege_max_w2_061018_6mgnsk,50.0,s482
774,mat_ege_sint_lvl2_SRED_170319_6chekb,72.0,s483
775,phi_ege_int_w2_070219_1chekb,78.0,s483
776,his_ege_max_w1_040918_41knn,67.0,s484
777,rus_ege_max_on_w2_021018_30Knn,96.0,s485
778,soc_ege_int_w2_050219_2mgnsk,55.0,s486
779,mat_ege_max_w2_041018_43vpspb,56.0,s487
780,mat_ege_max_on_w2_031018_35Knn,70.0,s488
781,mat_ege_max_w1_030918_36vpspb,74.0,s489
782,his_ege_max_w1_090918_30kum,89.0,s490
783,phi_ege_max_on_w2_051018_36chekb,82.0,s491
784,rus_ege_max_w1_050918_124blm,94.0,s492
785,che_ege_max_w1_060918_143kum,74.0,s492
786,soc_ege_max_w1_070918_22mgnsk,60.0,s493
787,phi_ege_max_w2_031018_surgt,46.0,s494
788,his_ege_max_w1_040918_41knn,48.0,s495
789,bio_ege_max_w2_041018_60mgnsk,73.0,s496
790,rus_ege_max_w2_061018_6mgnsk,94.0,s496
791,che_ege_max_w1_090918_66chekb,90.0,s497
792,mat_int_on_w2_100219_1kumsk,90.0,s497
793,his_ege_max_w1_090918_21vpspb,44.0,s498
794,his_ege_max_w2_011018_47mgnsk,77.0,s499
795,che_ege_max_on_w2_021018_48vpspb,77.0,s500
796,bio_opt_on_w2_291118_mgnsk,82.0,s500
797,mat_ege_max_w1_060918_4chekb,92.0,s501
798,phi_ege_max_w1_050918_41chekb,94.0,s501
799,soc_ege_max_w1_070918_32chekb,89.0,s502
800,phi_ege_max_on_w1_060918_9vpspb,0.0,s503
801,rus_ege_max_w1_030918_78vpspb,76.0,s504
802,mat_ege_max_w1_060918_32vpspb,70.0,s504
803,eng_ege_on_personal_god_250918_10m,73.0,s505
804,his_ege_max_on_w1_050918_16kum,0.0,s506
805,mat_ege_max_w1_090918_11mgnsk,70.0,s507
806,soc_opt_w2_021218_10vpspb,84.0,s508
807,inf_opt_on_w2_021218_knn,83.0,s509
808,mat_ege_max_w1_030918_49okm,82.0,s510
809,mat_ege_max_w1_060918_10mgnsk,70.0,s511
810,rus_ege_max_w1_030918_1mgnsk,87.0,s511
811,his_int_on_w2_080219_1kumsk,60.0,s512
812,rus_ege_max_w1_070918_82vpspb,82.0,s513
813,his_ege_max_w2_021018_22vpspb,63.0,s513
814,rus_ege_int_w2_080219_3knn,62.0,s514
815,phi_ege_max_w1_030918_19knn,56.0,s514
816,mat_ege_max_w1_050918_9knn,56.0,s514
817,soc_ege_max_w1_030918_58vpspb,57.0,s515
818,mat_ege_opt_w2_101218_21volgd,62.0,s516
819,soc_ege_on_personal_int_150119_4m,75.0,s517
820,mat_ege_int_w2_090219_4knn,68.0,s518
821,soc_ege_int_w2_060219_4knn,74.0,s518
822,che_ege_max_on+class_w2_220918_1tula,71.0,s519
823,rus_ege_max_w1_011018_2volgd,70.0,s520
824,phi_ege_max_w2_071018_1volgd,46.0,s520
825,mat_ege_max_w2_061018_2volgd,56.0,s520
826,rus_ege_sint_lvl2_SRED_200319_5shpspb,60.0,s521
827,mat_ege_sint_lvl2_SRED_270319_9shpspb,45.0,s521
828,mat_ege_max_w2_071018_42blm,70.0,s522
829,soc_ege_max_w1_040918_30chekb,69.0,s523
830,phi_ege_sint_SRED_on_160319_1web,58.0,s524
831,rus_ege_int_w1_140119_2chekb,66.0,s525
832,rus_ege_max_w1_070918_82vpspb,85.0,s526
833,inf_ege_max_w1_050918_15vpspb,91.0,s526
834,mat_ege_max_w1_030918_8chekb,56.0,s527
835,soc_opt_w1_311018_6aim,89.0,s528
836,mat_int_on_w2_100219_1kumsk,39.0,s529
837,rus_ege_max_w1_011018_2volgd,78.0,s530
838,inf_ege_max_w2_021018_1volgd,73.0,s530
839,mat_ege_int_ctp_on_120119_5kumsk,50.0,s530
840,mat_ege_max_w2_061018_2volgd,56.0,s530
841,mat_ege_max_w1_030918_50blm,62.0,s531
842,che_ege_max_w1_030918_106vpspb,79.0,s532
843,chm_ege_opt_w2_251118_5surgt,36.0,s532
844,mat_ege_max_w1_080918_34vpspb,78.0,s532
845,rus_ege_max_w2_021018_85vpspb,82.0,s533
846,che_ege_max_w2_061018_109vpspb,77.0,s533
847,his_ege_max_on_w1_050918_16kum,91.0,s534
848,rus_ege_sint_SRED_on_170319_1web,91.0,s534
849,bio_ege_max_w2_041018_60mgnsk,34.0,s535
850,rus_ege_max_w2_061018_6mgnsk,80.0,s535
851,phi_ege_max_on_w1_050918_8kum,40.0,s536
852,mat_ege_max_on_w1_040918_4kum,45.0,s536
853,his_ege_max_on_w1_050918_16kum,0.0,s537
854,che_ege_max_w1_050918_65chekb,47.0,s538
855,soc_ege_max_w1_060918_27knn,86.0,s539
856,his_ege_max_w1_050918_19vpspb,55.0,s540
857,lit_ege_opt_w1_031118_1irk,41.0,s541
858,rus_ege_int_w1_170119_7irk,82.0,s542
859,lit_ege_opt_w1_031118_1irk,69.0,s542
860,mat_ege_sint_lvl2_SRED_170319_6chekb,27.0,s543
861,phi_ege_int_w2_070219_1chekb,41.0,s543
862,rus_ege_int_w2_080219_3knn,45.0,s544
863,rus_ege_max_w2_031018_5knn,85.0,s545
864,lit_ege_max_w2_051018_39knn,90.0,s545
865,mat_ege_max_w1_080918_13knn,56.0,s545
866,che_ege_max_w1_050918_65chekb,23.0,s546
867,rus_opt_w1_271118_4chekb,64.0,s546
868,mat_ege_max_w1_070918_56blm,60.0,s547
869,mat_ege_opt_w2_021218_20vld,56.0,s548
870,soc_ege_max_w1_040918_26knn,86.0,s549
871,eng_ege_max_w2_071018_12aim,88.0,s550
872,phi_ege_opt_ctp_on_w2_251118_3kum,44.0,s551
873,his_ege_max_w2_041018_23vpspb,91.0,s552
874,rus_ege_int_w2_060219_13airmsk,73.0,s553
875,mat_int_on_w2_100219_1kumsk,72.0,s553
876,soc_ege_max_w1_070918_32chekb,64.0,s554
877,eng_ege_max_w1_060918_6blm,73.0,s555
878,soc_ege_max_w1_040918_101blm,70.0,s555
879,mat_ege_max_w1_090918_41blm,82.0,s556
880,lit_ege_on_personal_int_310119_8m,84.0,s557
881,soc_ege_max_w2_051018_surgt,55.0,s558
882,soc_ege_max_w1_050918_35chekb,71.0,s559
883,his_ege_max_w1_030918_49chekb,67.0,s559
884,his_ege_max_w2_031018_1volgd,67.0,s560
885,mat_ege_opt_w1_261118_1volgd,14.0,s560
886,soc_ege_max_w2_071018_3volgd,54.0,s560
887,mat_ege_max_w1_030918_36vpspb,62.0,s561
888,mat_ege_max_w2_061018_45vpspb,72.0,s562
889,rus_ege_max_w2_240918_1irk,94.0,s563
890,phi_ege_max_w2_061018_1irk,80.0,s563
891,rus_opt_w2_261118_3mgnsk,71.0,s564
892,lit_opt_w2_261118_1aim,56.0,s565
893,mat_ege_max_w2_051018_2krsn,76.0,s566
894,soc_ege_max_w2_041018_krsn,63.0,s566
895,eng_ege_max_w2_031018_2krsn,73.0,s566
896,rus_ege_max_w2_011018_4krsn,82.0,s566
897,inf_ege_max_on_w1_040918_20vpspb,84.0,s567
898,soc_opt_w2_021218_8aim,69.0,s568
899,mat_ege_max_w2_051018_58aim,60.0,s569
900,rus_ege_max_w2_280918_2irk,67.0,s570
901,soc_ege_max_w2_071018_1irk,69.0,s570
902,mat_opt_w2_301118_8aim,40.0,s571
903,soc_ege_sint_lvl2_SRED_140419_17oktmsk,66.0,s571
904,phi_int_on_w2_060219_1kumsk,62.0,s572
905,soc_ege_opt_w2_261118_13vld,62.0,s573
906,rus_ege_opt_w2_271118_13vld,60.0,s573
907,inf_opt_on_w2_021218_knn,70.0,s574
908,chm_ege_max_w2_041018_1volgd,65.0,s575
909,mat_ege_max_w1_060918_74okm,84.0,s576
910,mat_ege_max_w1_090918_39vpspb,56.0,s577
911,mat_ege_max_w2_071018_19mgnsk,74.0,s578
912,soc_ege_max_w2_071018_26mgnsk,79.0,s578
913,rus_ege_max_w2_061018_6mgnsk,91.0,s578
914,his_ege_sint_ctp_SLAB_on_150319_3web,49.0,s579
915,phi_ege_max_on_w1_050918_8kum,82.0,s580
916,soc_ege_max_w1_070918_36chekb,77.0,s581
917,his_ege_max_w1_050918_45mgnsk,56.0,s582
918,soc_ege_max_w1_030918_21mgnsk,81.0,s582
919,rus_ege_max_w1_060918_2mgnsk,89.0,s582
920,eng_ege_max_w1_090918_50mgnsk,88.0,s582
921,phi_ege_int_ctp_mini_on_180219_2web,51.0,s583
922,soc_ege_max_on_w2_011018_38vpspb,89.0,s584
923,rus_ege_max_on_w2_021018_30Knn,82.0,s584
924,mat_ege_max_on_w2_031018_35Knn,72.0,s584
925,soc_ege_opt_w2_261118_13vld,54.0,s585
926,mat_ege_opt_w2_021218_20vld,35.0,s585
927,rus_ege_opt_w2_271118_13vld,70.0,s585
928,mat_opt_on_w2_271118_knn,50.0,s586
929,eng_opt_w2_301118_1knn,46.0,s587
930,mat_opt_w2_271118_1knn,39.0,s587
931,rus_ege_int_w2_070219_4vspb,89.0,s588
932,soc_opt_w2_011218_1knn,56.0,s589
933,rus_opt_w1_011118_8kum,96.0,s590
934,soc_ege_max_w1_040918_26knn,68.0,s591
935,soc_ege_int_w2_090219_7kumsk,82.0,s591
936,lit_ege_max_w2_051018_39knn,84.0,s591
937,mat_ege_sint_lvl2_SRED_290319_7mgnsk,80.0,s592
938,inf_ege_max_on_w1_040918_20vpspb,91.0,s593
939,mat_ege_max_w2_011018_yar,74.0,s594
940,rus_ege_max_w2_031018_2yar,94.0,s594
941,mat_ege_int_w2_070219_2mgnsk,84.0,s595
942,phi_int_on_w2_060219_1kumsk,88.0,s595
943,inf_ege_opt_ctp_on_w2_021218_3kum,68.0,s596
944,soc_ege_max_w2_041018_27mgnsk,69.0,s597
945,phi_ege_max_on_w1_060918_9vpspb,90.0,s598
946,inf_ege_max_w1_070918_42mgnsk,84.0,s598
947,mat_ege_max_w1_080918_9mgnsk,90.0,s598
948,soc_opt_w2_291118_5chekb,82.0,s599
949,rus_ege_int_w1_170119_7irk,69.0,s600
950,rus_ege_max_w2_041018_110kum,82.0,s601
951,eng_ege_max_w1_090918_50mgnsk,34.0,s602
952,soc_ege_max_on_w1_040918_10kum,77.0,s603
953,mat_ege_max_on_w1_030918_3kum,82.0,s603
954,mat_ege_int_w2_070219_14yar,39.0,s604
955,soc_opt_w2_011218_1knn,66.0,s605
956,mat_ege_max_w1_050918_9knn,74.0,s605
957,mat_ege_opt_w2_271118_16rnd,50.0,s606
958,che_ege_max_w2_061018_109vpspb,89.0,s607
959,mat_ege_max_w1_060918_74okm,74.0,s608
960,rus_ege_int_w1_190119_10volgd,80.0,s609
961,his_ege_max_w2_031018_1volgd,65.0,s609
962,soc_ege_max_w2_071018_1volgd,72.0,s609
963,soc_ege_max_w2_011018_37chekb,89.0,s610
964,mat_ege_max_w2_061018_15chekb,78.0,s610
965,rus_opt_on_w2_261118_mgnsk,78.0,s611
966,mat_ege_max_w2_051018_18chekb,56.0,s612
967,phi_ege_max_w2_021018_46chekb,57.0,s612
968,mat_ege_max_w1_030918_1chekb,74.0,s613
969,soc_ege_max_w1_040918_30chekb,74.0,s613
970,his_ege_max_w2_031018_48mgnsk,65.0,s614
971,rus_ege_max_on+class_w2_230918_1tula,91.0,s615
972,bio_ege_max_on_w1_050918_19kum,82.0,s616
973,rus_ege_max_w2_051018_5mgnsk,80.0,s617
974,soc_ege_max_w2_041018_27mgnsk,68.0,s617
975,mat_ege_int_baza_120219_1mgnsk,62.0,s617
976,mat_ege_max_w1_070918_11chekb,76.0,s618
977,inf_ege_max_w1_040918_73chekb,88.0,s618
978,rus_ege_max_w1_070918_22chekb,78.0,s618
979,rus_ege_int_w1_190119_10volgd,60.0,s619
980,phi_ege_int_w2_010219_2volgd,36.0,s619
